"date","max_temp","mean_temp","min_temp","Day"
"19790101","2.3","-4.1","-7.5","1"
"19790102","1.6","-2.6","-7.5","2"
"19790103","1.3","-2.8","-7.2","3"
"19790104","-0.3","-2.6","-6.5","4"
"19790105","5.6","-0.8","-1.4","5"
"19790106","8.3","-0.5","-6.6","6"
"19790107","8.5","1.5","-5.3","7"
"19790108","5.8","6.9","5.3","8"
"19790109","5.2","3.7","1.6","9"
"19790110","4.9","3.3","1.4","10"
"19790111","2.9","2.6","0.3","11"
"19790112","2","0.4","-2","12"
"19790113","4.3","-2.6","-7.1","13"
"19790114","6.7","-0.6","-5.6","14"
"19790115","5.9","3.8","1","15"
"19790116","2.6","5","4.1","16"
"19790117","1.9","2.1","1.6","17"
"19790118","3","0.8","-0.2","18"
"19790119","7.2","0.8","-1.4","19"
"19790120","3.5","3.1","-1","20"
"19790121","1.5","0","-3.5","21"
"19790122","0.3","-0.2","-1.8","22"
"19790123","2.9","-1","-2.3","23"
"19790124","5.6","-1.4","-5.6","24"
"19790125","2.8","0.6","-4.5","25"
"19790126","1.6","0.8","-1.1","26"
"19790127","4.5","-1.8","-5.2","27"
"19790128","4.8","0","-4.4","28"
"19790129","4","1.9","-1","29"
"19790130","7.3","0.7","-2.6","30"
"19790131","9.1","2.1","-3.1","31"
"19790201","4","5.2","1.2","32"
"19790202","5.9","2.8","1.5","33"
"19790203","4.5","0.9","-4.1","34"
"19790204","6","1.6","-1.2","35"
"19790205","4","3.7","1.4","36"
"19790206","6.8","1.2","-1.6","37"
"19790207","3.7","3.3","-0.2","38"
"19790208","4","2","0.3","39"
"19790209","3.5","2.4","0.8","40"
"19790210","2.9","2.8","2.1","41"
"19790211","5.4","2.4","1.9","42"
"19790212","8.1","2.8","0.3","43"
"19790213","0.2","4.2","0.3","44"
"19790214","-0.8","-0.2","-0.7","45"
"19790215","0.6","-2.2","-3.7","46"
"19790216","-0.8","-1.2","-3.1","47"
"19790217","0.7","-1.2","-1.5","48"
"19790218","1.9","-0.6","-1.8","49"
"19790219","2.8","0.5","-0.9","50"
"19790220","3.6","1.6","0.3","51"
"19790221","7.4","2.1","0.6","52"
"19790222","8.7","4.3","1.2","53"
"19790223","5.5","4.4","0.2","54"
"19790224","6.9","2.9","0.3","55"
"19790225","6.7","1.8","-3.4","56"
"19790226","8.9","1.6","-3.4","57"
"19790227","6.1","3.7","-1.5","58"
"19790228","9.7","4.4","2.7","59"
"19790301","11.9","3.5","-2.7","60"
"19790302","12.6","6.8","1.6","61"
"19790303","10.5","11","9.4","62"
"19790304","11","7.4","4.3","63"
"19790305","9","5.4","-0.1","64"
"19790306","9.4","6.3","3.6","65"
"19790307","10.5","5.6","1.9","66"
"19790308","11","5.6","0.7","67"
"19790309","11.5","7.8","4.5","68"
"19790310","13.8","5.8","0","69"
"19790311","10.7","8.2","2.7","70"
"19790312","4.9","7.2","3.7","71"
"19790313","3.8","4.6","4.4","72"
"19790314","2.5","2.8","1.8","73"
"19790315","1.3","1.8","1.2","74"
"19790316","6.9","0.7","0.1","75"
"19790317","9.1","3.5","0.1","76"
"19790318","6.1","5.1","1.1","77"
"19790319","11","4.2","2.4","78"
"19790320","8.5","7","3","79"
"19790321","9.6","5.7","2.9","80"
"19790322","9.2","5","0.5","81"
"19790323","11.5","3.1","-3","82"
"19790324","15.3","5","-1.6","83"
"19790325","8","10.2","5","84"
"19790326","11.3","6.2","4.3","85"
"19790327","8.1","7.2","3","86"
"19790328","7.6","4.8","1.4","87"
"19790329","7.6","4.8","1.9","88"
"19790330","10.6","5.5","3.4","89"
"19790331","11.6","5.4","0.3","90"
"19790401","8.3","8","4.5","91"
"19790402","8.6","4.4","0.5","92"
"19790403","7.9","3.8","-1.1","93"
"19790404","8","4","0","94"
"19790405","7.9","4","0","95"
"19790406","9.8","3.1","-1.7","96"
"19790407","9.3","5.8","1.8","97"
"19790408","13.7","6.8","4.2","98"
"19790409","16.1","9.5","5.3","99"
"19790410","15.9","11.8","7.5","100"
"19790411","12.8","13.1","10.3","101"
"19790412","17.5","10.1","7.4","102"
"19790413","21.7","12.8","8","103"
"19790414","22.4","15.2","8.6","104"
"19790415","15.2","15.3","8.2","105"
"19790416","9","11.3","7.4","106"
"19790417","13.2","7.3","5.6","107"
"19790418","14.5","7.2","1.2","108"
"19790419","12.7","10.2","5.9","109"
"19790420","12.3","10.6","8.4","110"
"19790421","13.5","8","3.7","111"
"19790422","13.5","8.7","3.9","112"
"19790423","11.5","11","8.4","113"
"19790424","11.4","9","6.5","114"
"19790425","12","7.4","3.5","115"
"19790426","12","8.6","5.2","116"
"19790427","12.6","9.3","6.6","117"
"19790428","13.9","9.8","6.9","118"
"19790429","10.9","8","2.1","119"
"19790430","7.5","8.2","5.5","120"
"19790501","8","5.6","3.8","121"
"19790502","10","4.6","1.1","122"
"19790503","9.1","4.6","-0.9","123"
"19790504","11.1","4.4","-0.3","124"
"19790505","12.4","6.4","1.7","125"
"19790506","15","6.7","1","126"
"19790507","16","9.4","3.9","127"
"19790508","15.6","11.2","6.4","128"
"19790509","13.6","10","4.5","129"
"19790510","16.1","10.4","7.3","130"
"19790511","20.8","12.6","9.2","131"
"19790512","23.4","16","11.2","132"
"19790513","26.1","17.4","11.5","133"
"19790514","26.2","18.5","10.9","134"
"19790515","22.5","19.6","12.9","135"
"19790516","15.2","17.4","12.4","136"
"19790517","16","11.8","8.5","137"
"19790518","17.2","12.2","8.3","138"
"19790519","14","10.9","4.6","139"
"19790520","15.1","11.2","8.5","140"
"19790521","15.8","11.8","8.4","141"
"19790522","14.3","11.7","7.6","142"
"19790523","14.6","11.8","9.4","143"
"19790524","13.4","11","7.3","144"
"19790525","15.5","9.4","5.4","145"
"19790526","15.9","11","6.6","146"
"19790527","15.9","11.3","6.7","147"
"19790528","18.6","11.6","7.2","148"
"19790529","20.1","15.8","13","149"
"19790530","16.2","16.1","12.1","150"
"19790531","18.7","13.8","11.5","151"
"19790601","21.2","13.6","8.4","152"
"19790602","19.2","16.4","11.5","153"
"19790603","19.3","15","10.8","154"
"19790604","20.4","15.9","12.5","155"
"19790605","16.7","16.5","12.6","156"
"19790606","14.4","12.5","8.3","157"
"19790607","17.2","12","9.5","158"
"19790608","18.7","12.2","7.3","159"
"19790609","17.9","15.4","12.2","160"
"19790610","16.2","15","12.1","161"
"19790611","15.4","13","9.7","162"
"19790612","18.1","12.4","9.4","163"
"19790613","16.4","15.3","12.5","164"
"19790614","16.1","14.4","12.5","165"
"19790615","19.2","11.8","7.4","166"
"19790616","20.7","14.6","9.9","167"
"19790617","22.6","17","13.3","168"
"19790618","25.5","18.7","14.8","169"
"19790619","25.8","19","12.6","170"
"19790620","19.4","19","12.2","171"
"19790621","20.1","17","14.6","172"
"19790622","19.5","15.2","10.3","173"
"19790623","16.6","14.9","10.3","174"
"19790624","18.5","13.8","11","175"
"19790625","19.9","14","9.5","176"
"19790626","21.4","15.2","10.5","177"
"19790627","20.8","16","10.6","178"
"19790628","17.6","15.5","10.2","179"
"19790629","16.6","15.8","13.9","180"
"19790630","18.5","14.1","11.6","181"
"19790701","18.7","13.8","9","182"
"19790702","22.1","15.1","11.5","183"
"19790703","23.4","16.9","11.7","184"
"19790704","25.5","18.4","13.4","185"
"19790705","25.1","19.3","13.1","186"
"19790706","21.9","19.6","14.1","187"
"19790707","23.1","17.6","13.4","188"
"19790708","20.8","18","13","189"
"19790709","22","18.6","16.5","190"
"19790710","20.8","17.2","12.4","191"
"19790711","25.1","17.4","14","192"
"19790712","26.2","18.4","11.6","193"
"19790713","22.1","19.3","12.4","194"
"19790714","21.1","17.6","13","195"
"19790715","23.6","18.3","15.5","196"
"19790716","26.7","17.8","12.1","197"
"19790717","21.8","20","13.4","198"
"19790718","17.7","18.9","16","199"
"19790719","21.5","15.8","14","200"
"19790720","19.5","17.6","13.6","201"
"19790721","18.1","16.2","13","202"
"19790722","18.7","13.8","9.4","203"
"19790723","21.1","15.8","12.9","204"
"19790724","25.2","16.7","12.3","205"
"19790725","27.1","18.9","12.6","206"
"19790726","29.9","20.2","13.2","207"
"19790727","27.4","22.2","14.6","208"
"19790728","19.8","21.9","16.4","209"
"19790729","21.5","18.6","17.3","210"
"19790730","20.8","17.8","14.1","211"
"19790731","23.1","17.8","14.8","212"
"19790801","21.6","18.6","14.1","213"
"19790802","20","17.8","14","214"
"19790803","21.6","17","14","215"
"19790804","22.5","17.9","14.2","216"
"19790805","24.8","17","11.4","217"
"19790806","23.1","19.2","13.6","218"
"19790807","20.1","19.6","16.1","219"
"19790808","20.1","15.7","11.3","220"
"19790809","20","16.6","13","221"
"19790810","23.6","15","9.9","222"
"19790811","25","19.3","15","223"
"19790812","21.5","20.6","16.3","224"
"19790813","20.4","19.2","16.9","225"
"19790814","21.3","18.6","16.7","226"
"19790815","21","16","10.7","227"
"19790816","18.3","15.4","9.8","228"
"19790817","18.2","16","13.7","229"
"19790818","19.8","15.4","12.7","230"
"19790819","22.8","16.6","13.4","231"
"19790820","19.8","17.4","11.9","232"
"19790821","19.6","16.6","13.4","233"
"19790822","16.1","14.8","10","234"
"19790823","16.9","12.4","8.8","235"
"19790824","18.3","13.3","9.7","236"
"19790825","18.7","13.2","8","237"
"19790826","17.4","14.6","10.5","238"
"19790827","21.8","13.4","9.4","239"
"19790828","23.9","13.8","5.7","240"
"19790829","26","16.4","9","241"
"19790830","23.1","18.8","11.7","242"
"19790831","22.8","18","13","243"
"19790901","21.6","19.1","15.4","244"
"19790902","19.4","18.3","15","245"
"19790903","21.7","16.2","13.1","246"
"19790904","23.6","16.1","10.5","247"
"19790905","25.9","16.8","10","248"
"19790906","21.9","19.2","12.6","249"
"19790907","24.3","17.2","12.5","250"
"19790908","21.8","17.9","11.5","251"
"19790909","21.2","18.5","15.2","252"
"19790910","23.2","17.7","14.2","253"
"19790911","17.4","16.8","10.3","254"
"19790912","18.5","13.6","9.8","255"
"19790913","18.2","15.4","12.4","256"
"19790914","17.4","11.4","4.7","257"
"19790915","20.2","11.7","6","258"
"19790916","21.2","13.6","6.9","259"
"19790917","20.4","15.4","9.6","260"
"19790918","18.3","16.3","12.2","261"
"19790919","17.6","17.4","16.4","262"
"19790920","15.5","14.2","10.7","263"
"19790921","14.2","10.5","5.5","264"
"19790922","14.7","9.2","4.3","265"
"19790923","16.6","9.5","4.3","266"
"19790924","18.6","12.1","7.6","267"
"19790925","21","13.5","8.4","268"
"19790926","17.7","17.2","13.5","269"
"19790927","17.4","15.4","13.2","270"
"19790928","17.1","12.5","7.6","271"
"19790929","18.7","12","6.8","272"
"19790930","19","14.4","10.1","273"
"19791001","20.5","14.3","9.6","274"
"19791002","20.1","13.6","6.7","275"
"19791003","17","15.7","11.3","276"
"19791004","17.1","15.6","14.3","277"
"19791005","18.8","11.6","6.1","278"
"19791006","19.9","13.2","7.7","279"
"19791007","21.7","15.9","11.9","280"
"19791008","21.1","16.3","10.9","281"
"19791009","16.7","18.2","15.2","282"
"19791010","18.4","15.6","14.4","283"
"19791011","19.2","14.4","10.5","284"
"19791012","18.1","14.6","10","285"
"19791013","17.3","15.6","13","286"
"19791014","17.9","13.1","8.9","287"
"19791015","16","12.4","7","288"
"19791016","16","12.6","9.2","289"
"19791017","15.8","12.6","9.1","290"
"19791018","18","12.2","8.6","291"
"19791019","14.4","13.4","8.8","292"
"19791020","15","12.4","10.5","293"
"19791021","13.8","10.6","6.3","294"
"19791022","11.8","11.2","8.5","295"
"19791023","13.7","9","6.1","296"
"19791024","13.6","10.8","7.8","297"
"19791025","12.9","11.6","9.6","298"
"19791026","12.4","11.6","10.2","299"
"19791027","10.6","9.1","5.8","300"
"19791028","12.1","5.8","0.9","301"
"19791029","14.3","7.7","3.3","302"
"19791030","14.9","8.5","2.7","303"
"19791031","13.9","11.2","7.5","304"
"19791101","13.2","10","6.2","305"
"19791102","15.1","7.5","1.8","306"
"19791103","15.1","9.9","4.7","307"
"19791104","12.5","12.8","10.6","308"
"19791105","13.1","10","7.4","309"
"19791106","13.8","10.8","8.6","310"
"19791107","9.6","10.2","6.5","311"
"19791108","9.5","6.8","4","312"
"19791109","9.1","6.2","2.8","313"
"19791110","11","3.6","-1.8","314"
"19791111","7.4","5.7","0.4","315"
"19791112","6.5","5.6","3.7","316"
"19791113","7.3","2.4","-1.8","317"
"19791114","5.8","3.3","-0.7","318"
"19791115","6.2","4.4","3.1","319"
"19791116","8.5","4.4","2.5","320"
"19791117","10","4.8","1.2","321"
"19791118","9.8","6","2","322"
"19791119","6.4","6.2","2.5","323"
"19791120","6.4","3.4","0.5","324"
"19791121","10.2","3","-0.4","325"
"19791122","11.3","5","-0.3","326"
"19791123","8.5","8.8","6.2","327"
"19791124","14","4.4","0.2","328"
"19791125","15","7.6","1.3","329"
"19791126","14.5","11.3","7.6","330"
"19791127","12.9","11.2","8","331"
"19791128","12.4","11.4","9.8","332"
"19791129","14.4","8.2","4","333"
"19791130","13.5","10","5.6","334"
"19791201","14.2","11.2","9","335"
"19791202","13.3","11.8","9.4","336"
"19791203","14.1","10.4","7.6","337"
"19791204","15.6","9.8","5.6","338"
"19791205","14.7","12.2","8.8","339"
"19791206","13.6","11.7","8.7","340"
"19791207","11.7","11.9","10.2","341"
"19791208","14.3","11.2","10.7","342"
"19791209","11.2","11.4","8.4","343"
"19791210","8.4","9.6","8","344"
"19791211","11.9","7.6","6.7","345"
"19791212","11.7","6.8","1.8","346"
"19791213","11.4","7.5","3.3","347"
"19791214","8","7.9","4.4","348"
"19791215","10.5","6.8","5.7","349"
"19791216","8","6.8","3","350"
"19791217","6.7","5.7","3.4","351"
"19791218","5.3","5.3","3.9","352"
"19791219","5","3.6","1.9","353"
"19791220","3.9","3.4","1.7","354"
"19791221","3.2","2.8","1.7","355"
"19791222","2.7","1.3","-0.6","356"
"19791223","4.8","2","1.3","357"
"19791224","5.3","2.7","0.6","358"
"19791225","7.8","0.4","-4.4","359"
"19791226","11.2","1.8","-4.2","360"
"19791227","7.1","6.9","2.6","361"
"19791228","6.2","4.1","1.1","362"
"19791229","4.4","4","1.7","363"
"19791230","4.3","1.8","-0.8","364"
"19791231","1","1.4","-1.5","365"
"19800101","2.3","-1.8","-4.6","366"
"19800102","10.9","-1.8","-6","367"
"19800103","9.7","2.6","-5.7","368"
"19800104","8","5.2","0.8","369"
"19800105","8.4","4.8","1.6","370"
"19800106","6.5","5.8","3.3","371"
"19800107","5","5.2","3.9","372"
"19800108","4.9","3.8","2.6","373"
"19800109","3.9","2.6","0.3","374"
"19800110","3.6","2.7","1.5","375"
"19800111","2.5","1.6","-0.3","376"
"19800112","3","0.4","-1.8","377"
"19800113","0.8","0.2","-2.6","378"
"19800114","3.8","-1.5","-3.8","379"
"19800115","5.5","-0.1","-4","380"
"19800116","4.6","3","0.5","381"
"19800117","2","2.4","0.2","382"
"19800118","4.8","1.2","0.5","383"
"19800119","6.7","1.8","-1.2","384"
"19800120","8.8","4.2","1.6","385"
"19800121","9.1","4.8","0.8","386"
"19800122","9.1","6.4","3.7","387"
"19800123","8","6.1","3.1","388"
"19800124","8","3.5","-1","389"
"19800125","5.1","3.1","-1.8","390"
"19800126","3.2","1.6","-1.8","391"
"19800127","6.1","-0.5","-4.2","392"
"19800128","9","1.6","-3","393"
"19800129","11.4","6","3","394"
"19800130","10.1","7.6","3.9","395"
"19800131","8.5","8.2","6.2","396"
"19800201","10.2","3.2","-2.1","397"
"19800202","10.4","4.9","-0.4","398"
"19800203","10.1","6.7","3","399"
"19800204","10.6","5.8","1.4","400"
"19800205","8.1","6.2","1.7","401"
"19800206","9.5","6.4","4.8","402"
"19800207","11.3","6.7","3.9","403"
"19800208","11.7","7.6","3.9","404"
"19800209","11.2","9.6","7.4","405"
"19800210","11.8","7.4","3.7","406"
"19800211","10.9","7.6","3.5","407"
"19800212","8.5","7.3","3.7","408"
"19800213","9.2","6.4","4.4","409"
"19800214","12.6","7.2","5.1","410"
"19800215","8.5","9.4","6.3","411"
"19800216","12.8","6","3.5","412"
"19800217","11.1","8.2","3.5","413"
"19800218","11","7.6","4.1","414"
"19800219","11.1","7.6","4.3","415"
"19800220","10.3","6.4","1.6","416"
"19800221","9.4","6.6","3","417"
"19800222","9.2","8.6","7.9","418"
"19800223","6.7","5.4","1.7","419"
"19800224","9.7","4","1.4","420"
"19800225","6.2","5.7","1.7","421"
"19800226","6.8","1.9","-2.4","422"
"19800227","9.4","2.8","-1.1","423"
"19800228","11.3","5.5","1.6","424"
"19800229","10","7.2","3.1","425"
"19800301","10.3","7.4","4.8","426"
"19800302","6.9","8","5.7","427"
"19800303","10","4","1.1","428"
"19800304","8","3.6","-2.8","429"
"19800305","10.6","3.8","-0.5","430"
"19800306","8.8","7.4","4.1","431"
"19800307","8.5","6","3.3","432"
"19800308","11.1","5.6","2.6","433"
"19800309","9.3","6.4","1.6","434"
"19800310","10.4","6","2.7","435"
"19800311","10.5","6.6","2.9","436"
"19800312","8.9","7.4","4.2","437"
"19800313","6.7","5.8","2.7","438"
"19800314","4","4.4","2","439"
"19800315","6.4","3.6","3.3","440"
"19800316","5.5","4.4","2.5","441"
"19800317","7.6","3.8","2","442"
"19800318","2.6","4","0.5","443"
"19800319","4.7","2.4","2.2","444"
"19800320","3.2","2.6","0.4","445"
"19800321","8.4","1.1","-1","446"
"19800322","10.1","1.6","-5.1","447"
"19800323","11.7","5.2","0.4","448"
"19800324","12.7","8","4.3","449"
"19800325","11.4","8.2","3.7","450"
"19800326","13.3","7","2.6","451"
"19800327","13.7","9","4.8","452"
"19800328","11.6","10.1","6.5","453"
"19800329","10.5","9.2","6.7","454"
"19800330","11.1","5.8","1","455"
"19800331","13.9","8.4","5.8","456"
"19800401","13.2","10.6","7.2","457"
"19800402","12.6","7.8","2.4","458"
"19800403","13.6","7.6","2.7","459"
"19800404","12.6","7.2","0.8","460"
"19800405","12.2","7.7","2.8","461"
"19800406","14.6","8.8","5.5","462"
"19800407","10.4","8.1","1.6","463"
"19800408","12","7.2","4","464"
"19800409","12.2","7.1","2.2","465"
"19800410","14.6","8.6","4.9","466"
"19800411","17","8.6","2.5","467"
"19800412","20","10.5","4","468"
"19800413","21.3","13.6","7.1","469"
"19800414","20.8","14.5","7.7","470"
"19800415","19.3","14.6","8.4","471"
"19800416","17.4","14.2","9","472"
"19800417","18.3","14","10.5","473"
"19800418","14.8","12.8","7.4","474"
"19800419","9.1","12.1","9.4","475"
"19800420","12.8","6.4","3.6","476"
"19800421","11.3","7.8","2.7","477"
"19800422","12.3","9.4","7.5","478"
"19800423","13.8","9.4","6.5","479"
"19800424","11.8","10.2","6.5","480"
"19800425","9.5","9.5","7.2","481"
"19800426","11.7","5.8","2.2","482"
"19800427","11.5","8.6","5.4","483"
"19800428","11.6","9.4","7.2","484"
"19800429","12.5","8.6","5.6","485"
"19800430","17.5","9.2","6","486"
"19800501","14","12","6.4","487"
"19800502","12.5","11.4","8.7","488"
"19800503","16.2","10.4","8.3","489"
"19800504","12.3","10.4","4.5","490"
"19800505","13.4","8.7","5.1","491"
"19800506","11.1","8.2","2.9","492"
"19800507","11.6","7.2","3.2","493"
"19800508","13.6","8","4.4","494"
"19800509","19.3","7","0.5","495"
"19800510","21.1","11.1","2.9","496"
"19800511","26.2","14.4","7.7","497"
"19800512","23.6","18.3","10.4","498"
"19800513","20.9","17.8","12","499"
"19800514","18.9","15.8","10.6","500"
"19800515","21.1","14.3","9.7","501"
"19800516","21.2","14.2","7.4","502"
"19800517","22.5","13.8","6.4","503"
"19800518","24.2","15.3","8.1","504"
"19800519","12.6","16.5","8.8","505"
"19800520","21.1","11.8","11.1","506"
"19800521","15.9","15.6","10","507"
"19800522","12.9","12.8","9.7","508"
"19800523","14.1","10","7.2","509"
"19800524","16.6","11.8","9.5","510"
"19800525","18.7","12.9","9.2","511"
"19800526","19.5","13.6","8.4","512"
"19800527","18.4","14.3","9.1","513"
"19800528","14.9","12.9","7.4","514"
"19800529","16.6","11.9","8.9","515"
"19800530","12.2","10.2","3.9","516"
"19800531","17.9","10.2","8.3","517"
"19800601","18","13.5","9.1","518"
"19800602","25.6","13.8","9.6","519"
"19800603","29","19.6","13.6","520"
"19800604","27","21.8","14.6","521"
"19800605","21.1","22","17","522"
"19800606","19.7","15.5","9.9","523"
"19800607","19.1","13.9","8.1","524"
"19800608","20.8","14","8.9","525"
"19800609","18.3","14.2","7.5","526"
"19800610","18.5","15.8","13.4","527"
"19800611","23.2","15.4","12.3","528"
"19800612","23.5","17.2","11.2","529"
"19800613","19.4","18.8","14","530"
"19800614","20.1","16.6","13.8","531"
"19800615","18.3","16.1","12.1","532"
"19800616","17","15.7","13.1","533"
"19800617","20.2","13.8","10.5","534"
"19800618","17.7","15","9.7","535"
"19800619","17","16","14.2","536"
"19800620","18.6","13","8.9","537"
"19800621","15.5","14.4","10.1","538"
"19800622","15.1","12.8","10","539"
"19800623","17","11.6","8","540"
"19800624","19.2","13.6","10.2","541"
"19800625","19.4","13.2","7.3","542"
"19800626","18.1","15.2","10.9","543"
"19800627","18.7","13.7","9.3","544"
"19800628","20","14.5","10.3","545"
"19800629","19.4","14.5","9","546"
"19800630","16","14.2","9","547"
"19800701","21.1","13","10","548"
"19800702","21.8","15.6","10.1","549"
"19800703","18.5","16.7","11.6","550"
"19800704","19.3","15.3","12.1","551"
"19800705","18.2","14.6","9.8","552"
"19800706","17.5","14.8","11.4","553"
"19800707","15.6","14.7","11.9","554"
"19800708","14.9","13.7","11.8","555"
"19800709","15.3","13.2","11.6","556"
"19800710","19.4","12.4","9.6","557"
"19800711","17.6","14.4","9.4","558"
"19800712","17.7","14.6","11.7","559"
"19800713","15.3","14.4","11","560"
"19800714","16.9","14.2","13","561"
"19800715","19","13.2","9.4","562"
"19800716","16.8","14.6","10.1","563"
"19800717","18.3","13.2","9.6","564"
"19800718","20","15.8","13.2","565"
"19800719","17.3","16.9","13.8","566"
"19800720","19.8","15","12.8","567"
"19800721","21.7","13.8","7.8","568"
"19800722","24.8","15.6","9.6","569"
"19800723","24.2","18.2","11.7","570"
"19800724","27.8","17.4","10.6","571"
"19800725","20.7","21.2","14.5","572"
"19800726","21.2","19.8","18.9","573"
"19800727","25","17.4","13.7","574"
"19800728","25.7","18.4","11.7","575"
"19800729","21.4","21.8","18","576"
"19800730","22","17.8","14.1","577"
"19800731","23","18","13.9","578"
"19800801","25.2","18","13.1","579"
"19800802","23.3","19.6","14","580"
"19800803","21.6","19.6","15.9","581"
"19800804","21","19.2","16.7","582"
"19800805","21.9","18","15","583"
"19800806","25.2","18.2","14.6","584"
"19800807","17.4","20.8","16.3","585"
"19800808","22.1","16","14.6","586"
"19800809","24.4","18","13.9","587"
"19800810","20.3","18.8","13.3","588"
"19800811","19.8","17.8","15.3","589"
"19800812","24.6","15.5","11.2","590"
"19800813","24.8","18.6","12.6","591"
"19800814","23.3","20.9","17","592"
"19800815","23.9","20.6","18","593"
"19800816","22.4","18.2","12.5","594"
"19800817","22.3","18","13.7","595"
"19800818","20.2","18.1","13.9","596"
"19800819","24.5","15.9","11.6","597"
"19800820","21","18.4","12.4","598"
"19800821","18","18.1","15.2","599"
"19800822","18.3","13.8","9.7","600"
"19800823","19.8","12.8","7.2","601"
"19800824","21","14.6","9.3","602"
"19800825","22.6","14.8","8.5","603"
"19800826","24.3","17.4","12.3","604"
"19800827","23","17.8","11.2","605"
"19800828","19.6","18.2","13.4","606"
"19800829","20.4","17.8","15.9","607"
"19800830","19.9","17","13.7","608"
"19800831","22","15.4","10.8","609"
"19800901","22.4","15.7","9.4","610"
"19800902","25","16.2","10.1","611"
"19800903","20.3","17.6","10.3","612"
"19800904","18.9","16","11.6","613"
"19800905","21.8","16","13.2","614"
"19800906","23.1","15.9","10","615"
"19800907","22.1","16.8","10.5","616"
"19800908","17.7","17.2","12.3","617"
"19800909","20.1","13","8.4","618"
"19800910","19.3","16.2","12.2","619"
"19800911","20.4","16.6","14","620"
"19800912","19.2","17.8","15.3","621"
"19800913","21.5","15","10.7","622"
"19800914","20","17.2","13","623"
"19800915","20.2","16.8","13.7","624"
"19800916","19","17.5","14.8","625"
"19800917","18.7","15.1","11.2","626"
"19800918","21.5","15.8","12.8","627"
"19800919","19.7","18.6","15.7","628"
"19800920","19.6","17.4","15.2","629"
"19800921","19.7","17.6","15.5","630"
"19800922","20.1","15.4","11.2","631"
"19800923","18.9","16","11.9","632"
"19800924","19.8","15.6","12.4","633"
"19800925","20.3","14.4","9","634"
"19800926","18.2","14.8","9.4","635"
"19800927","16.6","15.6","13","636"
"19800928","17.8","13.3","10","637"
"19800929","19.1","15.2","12.6","638"
"19800930","18.4","15","11","639"
"19801001","16.6","12.3","6.2","640"
"19801002","17.5","11.1","5.6","641"
"19801003","15.7","11","4.6","642"
"19801004","15.4","12.2","8.6","643"
"19801005","16.4","9.8","4.2","644"
"19801006","13.4","12.2","8","645"
"19801007","13.6","11","8.6","646"
"19801008","13.5","10","6.5","647"
"19801009","9.7","7.8","2.2","648"
"19801010","13.4","5.6","1.4","649"
"19801011","13.4","9.6","5.9","650"
"19801012","13.7","9.4","5.5","651"
"19801013","12.8","6.9","0.1","652"
"19801014","13.6","8.4","4.1","653"
"19801015","12.5","9","4.5","654"
"19801016","10.6","10.1","7.7","655"
"19801017","9.8","8.7","6.8","656"
"19801018","13","6.7","3.6","657"
"19801019","12.7","7","1","658"
"19801020","16.3","9.8","6.8","659"
"19801021","15.5","11","5.8","660"
"19801022","14.6","12.8","10","661"
"19801023","14.1","11.2","7.9","662"
"19801024","10.5","8.8","3.5","663"
"19801025","16.4","8.8","7","664"
"19801026","17.7","12","7.5","665"
"19801027","16.6","13.6","9.5","666"
"19801028","13.6","15.6","14.6","667"
"19801029","11.7","10.3","7","668"
"19801030","12.1","6.8","2","669"
"19801031","9.5","7","1.8","670"
"19801101","7.7","6.4","3.2","671"
"19801102","6.3","4.2","0.7","672"
"19801103","5.4","3.1","-0.1","673"
"19801104","5.1","3","0.7","674"
"19801105","5.8","3.9","2.7","675"
"19801106","3.7","3.7","1.6","676"
"19801107","5.5","2.4","1","677"
"19801108","8.1","3.7","1.9","678"
"19801109","8.6","5.2","2.3","679"
"19801110","7.7","5.3","2","680"
"19801111","8.1","5.5","3.3","681"
"19801112","9.6","3.9","-0.3","682"
"19801113","12.5","4.6","-0.3","683"
"19801114","15.6","9.1","5.7","684"
"19801115","15","12.4","9.2","685"
"19801116","14.1","13.6","12.1","686"
"19801117","10","12.6","11.2","687"
"19801118","13.9","8.5","7","688"
"19801119","14.3","8.5","3.1","689"
"19801120","13.7","12","9.7","690"
"19801121","14.5","12.2","10.6","691"
"19801122","14.6","13.2","11.8","692"
"19801123","15.3","13.9","13.2","693"
"19801124","8.8","14.2","13.2","694"
"19801125","5.5","7","5.2","695"
"19801126","9","4.6","3.7","696"
"19801127","3.5","3.9","-1.2","697"
"19801128","3.5","2.4","1.4","698"
"19801129","4.9","1.8","0.2","699"
"19801130","6.9","2.8","0.8","700"
"19801201","7.4","2.1","-2.7","701"
"19801202","4.3","3","-1.3","702"
"19801203","8","3","1.8","703"
"19801204","9.7","4.8","1.6","704"
"19801205","5.1","6.5","3.3","705"
"19801206","3.6","4","3","706"
"19801207","4.3","1.2","-1.1","707"
"19801208","8","-0.2","-4.7","708"
"19801209","12","2.4","-3.1","709"
"19801210","12.1","6.8","1.5","710"
"19801211","12.6","10","8","711"
"19801212","13.3","10.4","8.1","712"
"19801213","13.3","11.2","9","713"
"19801214","6.8","10.6","7.8","714"
"19801215","9.2","5.4","4.1","715"
"19801216","11.5","5","0.8","716"
"19801217","6.6","6.8","2","717"
"19801218","6.8","4.2","1.9","718"
"19801219","7.5","2.2","-2.4","719"
"19801220","9","4.2","0.8","720"
"19801221","12.3","5.4","1.9","721"
